loan_id,vintage_year,net_monthly_income,essential_spending,existing_debt_payment,principal,annual_rate,term_months,utilisation,prior_arrears,default_12m
SYN-2023-0007,2023,2527.32,1059.07,512.35,10000,0.0994,36,0.6981,0,0
SYN-2023-0008,2023,3673.25,2147.92,591.58,4000,0.1717,60,0.7013,0,0
SYN-2023-0009,2023,3444.48,1935.29,700.02,15000,0.1431,60,0.2714,0,0
SYN-2023-0010,2023,4870.27,2725.95,1196.96,10000,0.1048,36,0.5197,0,0
SYN-2023-0011,2023,5116.19,2724.15,1072.3,15000,0.1455,48,0.4465,0,0
SYN-2023-0012,2023,2056.08,1133.22,432.89,4000,0.1371,60,0.7029,0,0
SYN-2023-0013,2023,3072.57,1658.68,209.54,15000,0.108,24,0.1509,0,0
SYN-2023-0014,2023,2186.77,1250.74,290.69,6000,0.1763,48,0.722,0,0
SYN-2023-0015,2023,2933.05,1483.55,580.53,15000,0.151,48,0.8447,0,0
SYN-2023-0016,2023,2017.2,1000.68,415.58,20000,0.1106,48,0.1823,1,0
SYN-2023-0017,2023,3085.74,1138.13,564.17,4000,0.0921,48,0.181,0,0
SYN-2023-0018,2023,4364.89,1627.52,342.17,4000,0.1465,24,0.7958,0,0
SYN-2023-0019,2023,3712.12,1986.22,363.66,6000,0.1109,36,0.3211,0,0
SYN-2023-0020,2023,3546.96,1956.18,618.53,20000,0.1568,24,0.4739,0,0
SYN-2023-0021,2023,3135.9,1540.5,585.08,15000,0.1094,60,0.4343,0,0
SYN-2023-0022,2023,1967.29,1038.39,285.54,20000,0.1044,60,0.4951,0,0
SYN-2023-0023,2023,4171.64,1803.97,465.27,10000,0.1183,60,0.8961,0,0
SYN-2023-0024,2023,3342.17,2148.36,261.64,4000,0.1468,24,0.8472,1,1
SYN-2023-0025,2023,4894.73,1943.66,1173.35,4000,0.1689,60,0.7356,1,0
SYN-2023-0026,2023,4147.67,2239.17,701.53,6000,0.0926,60,0.3435,0,0
SYN-2023-0027,2023,3087.26,1537.06,694.66,15000,0.0824,60,0.2892,1,0
SYN-2023-0028,2023,1667.81,654.45,415.7,6000,0.0861,48,0.4157,0,0
SYN-2023-0029,2023,3865.29,2345.23,664.05,10000,0.1596,36,0.4707,1,0
SYN-2023-0030,2023,4120.84,2587.3,449.64,4000,0.1749,60,0.8139,1,0
SYN-2023-0031,2023,4551.42,2585.1,554.79,4000,0.0948,60,0.6619,0,0
SYN-2023-0032,2023,4703.49,1924.41,669.09,10000,0.1753,48,0.5113,0,0
SYN-2023-0033,2023,2064.13,1195.85,424.47,10000,0.092,48,0.4923,0,0
SYN-2023-0034,2023,4172.27,2190.54,906.08,6000,0.1377,36,0.5329,1,1
SYN-2023-0035,2023,2248.1,1263.58,215.41,10000,0.1086,36,0.4127,0,0
SYN-2023-0036,2023,3675.31,1333.83,332.62,4000,0.1332,36,0.88,0,0
SYN-2023-0037,2023,3394.42,2189.71,751.42,4000,0.1369,48,0.7809,0,0
SYN-2023-0038,2023,2590.88,952.48,433.07,15000,0.1712,60,0.6021,0,0
SYN-2023-0039,2023,1880.49,885.22,348.2,10000,0.1413,48,0.5771,0,0
SYN-2023-0040,2023,3853.61,1797.96,661.1,20000,0.1242,24,0.334,0,0
SYN-2023-0041,2023,4866.52,3070.59,609.14,15000,0.1756,24,0.3006,1,0
SYN-2023-0042,2023,3422.59,1269.54,295.43,15000,0.12,48,0.7953,0,0
SYN-2023-0043,2023,3918.21,1462.33,866.83,20000,0.1795,60,0.2976,0,0
SYN-2023-0044,2023,2602.38,1365.01,518.94,4000,0.1535,48,0.889,0,1
SYN-2023-0045,2023,4926.65,3035.15,244.7,10000,0.1192,60,0.104,0,0
SYN-2023-0046,2023,4179.54,2709.76,858.74,15000,0.1724,36,0.1636,0,0
SYN-2023-0047,2023,5093.28,1952.15,906.75,4000,0.1054,24,0.3172,0,0
SYN-2023-0048,2023,4406.33,2340.38,588.75,4000,0.1441,24,0.5156,0,0
SYN-2023-0049,2023,4700.61,2459.65,194.88,10000,0.1547,24,0.7201,0,0
SYN-2023-0050,2023,2016.93,1005.82,283.97,10000,0.1615,48,0.6396,0,1
SYN-2023-0051,2023,3257.62,1550.9,131.18,10000,0.0816,48,0.5106,0,0
SYN-2023-0052,2023,5009.4,2750.76,785.94,4000,0.1223,36,0.4923,0,0
SYN-2023-0053,2023,3794.68,1396.56,256.91,10000,0.0896,24,0.7144,0,0
SYN-2023-0054,2023,4317.41,2017.92,262.54,4000,0.1382,36,0.5667,0,0
SYN-2023-0055,2023,4573.0,2447.53,658.0,15000,0.162,36,0.6667,0,0
SYN-2023-0056,2023,1811.33,664.4,149.04,4000,0.115,48,0.6016,0,0
SYN-2023-0057,2023,4201.22,2082.55,514.81,6000,0.1177,24,0.2402,0,0
SYN-2023-0058,2023,1989.49,710.19,404.28,15000,0.1346,24,0.2713,0,0
SYN-2023-0059,2023,4115.82,2225.33,528.3,20000,0.1316,36,0.49,1,0
SYN-2023-0060,2023,3436.56,2012.44,278.32,4000,0.1315,60,0.8823,0,0
SYN-2023-0061,2023,2315.06,1311.05,418.82,15000,0.1646,24,0.8888,1,1
SYN-2023-0062,2023,2896.37,1394.13,480.21,20000,0.1697,36,0.7975,0,0
SYN-2023-0063,2023,4272.11,1707.84,929.68,6000,0.0922,48,0.8286,0,0
SYN-2023-0064,2023,4925.52,3075.37,1010.39,10000,0.1469,24,0.4097,0,0
SYN-2023-0065,2023,2006.83,1040.36,484.26,6000,0.1486,60,0.5372,0,0
SYN-2023-0066,2023,2114.08,1223.43,511.38,10000,0.0803,60,0.3036,0,0
SYN-2023-0067,2023,4355.35,2531.49,949.87,10000,0.1667,48,0.7105,1,1
SYN-2023-0068,2023,1812.74,1172.31,204.84,20000,0.1532,36,0.6888,0,0
SYN-2023-0069,2023,3701.38,2358.81,848.08,6000,0.1342,36,0.2779,0,0
SYN-2023-0070,2023,5158.41,2612.54,799.6,15000,0.1403,48,0.3089,0,0
SYN-2023-0071,2023,3929.59,2167.53,690.56,6000,0.1391,48,0.9095,0,1
SYN-2023-0072,2023,2994.48,1877.71,467.96,20000,0.1785,48,0.8414,0,0
SYN-2023-0073,2023,2176.59,1213.33,341.74,15000,0.1635,36,0.6958,0,0
SYN-2023-0074,2023,1638.35,875.74,310.55,10000,0.1114,48,0.7423,0,0
SYN-2023-0075,2023,5029.3,2123.48,656.16,15000,0.1254,36,0.5141,1,0
SYN-2023-0076,2023,2655.26,1020.61,590.85,10000,0.0902,60,0.4242,0,0
SYN-2023-0077,2023,2005.49,735.3,221.54,6000,0.1701,36,0.4494,1,1
SYN-2023-0078,2023,4322.16,2017.33,366.13,4000,0.1746,24,0.2764,0,0
SYN-2023-0079,2023,4984.14,3124.24,202.7,20000,0.1319,60,0.2481,0,0
SYN-2023-0080,2023,4774.36,2966.18,1070.06,6000,0.1645,48,0.6424,0,0
SYN-2023-0081,2023,2594.05,1215.58,297.33,4000,0.1173,36,0.9293,0,0
SYN-2023-0082,2023,4636.47,1993.08,684.73,10000,0.1053,48,0.7313,0,0
SYN-2023-0083,2023,5176.18,2097.83,277.67,6000,0.1666,60,0.0704,0,0
SYN-2023-0084,2023,4292.96,2283.42,402.97,6000,0.1073,48,0.1272,0,0
SYN-2023-0085,2023,2657.99,1526.06,119.23,10000,0.1257,60,0.48,0,0
SYN-2023-0086,2023,3536.3,1912.09,575.93,10000,0.0933,60,0.2324,0,0
SYN-2023-0087,2023,3894.03,2515.39,332.11,20000,0.1312,24,0.2665,0,0
SYN-2023-0088,2023,2014.06,718.6,368.45,4000,0.1438,36,0.4267,0,0
SYN-2023-0089,2023,4390.46,1564.36,715.06,15000,0.0889,60,0.7915,0,0
SYN-2023-0090,2023,2377.28,1395.86,460.01,20000,0.1066,24,0.4617,0,0
SYN-2023-0091,2023,4724.24,1813.2,879.34,6000,0.1796,48,0.4865,0,0
SYN-2023-0092,2023,2361.17,900.53,102.74,4000,0.1107,36,0.8016,0,0
SYN-2023-0093,2023,3456.73,1873.7,223.68,6000,0.1499,48,0.8397,0,0
SYN-2023-0094,2023,3231.92,1460.94,579.85,10000,0.1118,24,0.7663,0,0
SYN-2023-0095,2023,4692.66,2046.93,1140.66,15000,0.1593,24,0.1505,0,0
SYN-2023-0096,2023,4837.85,2887.13,453.96,20000,0.1074,48,0.4769,0,0
SYN-2023-0097,2023,2518.9,1342.13,439.82,4000,0.1423,48,0.3207,0,0
SYN-2023-0098,2023,3385.83,1395.8,573.59,15000,0.1654,48,0.1091,0,0
SYN-2023-0099,2023,3832.85,1902.21,832.02,10000,0.1476,24,0.4498,0,0
SYN-2023-0100,2023,4920.77,1998.43,676.39,20000,0.1167,24,0.1557,0,0
SYN-2023-0101,2023,2208.28,1024.49,258.42,6000,0.1422,48,0.489,0,0
SYN-2023-0102,2023,2376.38,908.77,323.75,20000,0.0935,24,0.2318,0,0
SYN-2023-0103,2023,1736.5,939.72,200.07,6000,0.0866,60,0.1624,0,0
SYN-2023-0104,2023,3192.02,1578.37,637.54,10000,0.122,36,0.3783,0,0
SYN-2023-0105,2023,3011.04,1347.39,545.86,15000,0.1191,60,0.4479,0,0
SYN-2023-0106,2023,4530.37,1692.79,740.83,15000,0.1368,60,0.8076,1,0
SYN-2023-0107,2023,3304.93,1785.62,411.81,4000,0.1202,48,0.0971,0,0
SYN-2023-0108,2023,2124.44,1113.67,198.08,6000,0.092,60,0.1786,0,0
SYN-2023-0109,2023,4538.9,2446.37,1039.92,20000,0.0997,60,0.8038,0,0
SYN-2023-0110,2023,2163.34,802.86,165.06,10000,0.1747,24,0.2091,0,0
SYN-2023-0111,2023,5184.74,3342.94,1069.1,4000,0.1775,48,0.3772,0,0
SYN-2023-0112,2023,4995.31,2714.73,467.07,15000,0.1003,48,0.3451,0,0
SYN-2023-0113,2023,3824.32,1651.73,448.32,10000,0.1103,36,0.6449,0,0
SYN-2023-0114,2023,2039.61,904.17,318.01,6000,0.1022,36,0.8165,0,0
SYN-2023-0115,2023,4339.93,2654.88,215.96,4000,0.1565,60,0.0645,0,0
SYN-2023-0116,2023,4521.77,1974.4,930.87,15000,0.1547,48,0.0562,0,0
SYN-2023-0117,2023,1649.21,913.87,207.18,10000,0.1565,24,0.7472,0,1
SYN-2023-0118,2023,4902.17,2976.0,1022.94,4000,0.1706,60,0.5283,0,0
SYN-2023-0119,2023,5147.34,2068.31,1005.49,10000,0.0911,36,0.8089,0,0
SYN-2023-0120,2023,4765.29,2181.66,307.14,6000,0.0981,24,0.2541,1,0
SYN-2023-0121,2023,4010.82,1602.31,555.23,4000,0.1186,60,0.358,0,0
SYN-2023-0122,2023,2198.01,1189.77,233.87,15000,0.1644,60,0.3967,1,0
SYN-2023-0123,2023,4400.73,1878.75,637.18,4000,0.0921,36,0.1019,0,0
SYN-2023-0124,2023,2208.93,1178.06,323.98,15000,0.157,24,0.949,0,1
SYN-2023-0125,2023,3380.29,1710.82,275.68,15000,0.1044,36,0.4905,0,0
SYN-2023-0126,2023,1732.1,973.43,257.22,10000,0.1259,36,0.6894,0,0
SYN-2023-0127,2023,5074.02,2103.47,754.25,4000,0.1603,48,0.2379,0,0
SYN-2023-0128,2023,2524.05,1191.66,547.39,20000,0.174,36,0.6719,0,1
SYN-2023-0129,2023,4621.02,2387.9,728.35,15000,0.0966,48,0.6543,0,0
SYN-2023-0130,2023,3349.9,1372.2,260.51,4000,0.1597,24,0.4378,0,0
SYN-2023-0131,2023,3801.0,1455.23,429.04,6000,0.1102,24,0.6926,0,0
SYN-2023-0132,2023,2242.99,1023.9,425.41,6000,0.1146,60,0.0727,0,0
SYN-2023-0133,2023,3482.56,1434.1,498.33,20000,0.1435,36,0.5408,0,0
SYN-2023-0134,2023,4831.98,2115.26,1076.29,6000,0.1482,48,0.8337,0,0
SYN-2023-0135,2023,4136.46,1461.71,675.7,15000,0.0995,48,0.6151,0,0
SYN-2023-0136,2023,3904.29,2500.79,252.75,15000,0.0936,24,0.2644,0,0
SYN-2023-0137,2023,3374.3,1947.25,330.36,6000,0.1595,48,0.5721,0,0
SYN-2023-0138,2023,3937.9,2292.82,420.49,10000,0.1163,24,0.3368,0,0
SYN-2023-0139,2023,3613.78,1292.34,305.96,20000,0.1079,60,0.0795,0,0
SYN-2023-0140,2023,2300.89,958.2,97.84,15000,0.0812,36,0.4001,0,0
SYN-2023-0141,2023,2900.0,1115.76,449.21,10000,0.0863,60,0.412,0,0
SYN-2023-0142,2023,4835.44,2418.59,617.82,4000,0.1443,24,0.1224,0,0
SYN-2023-0143,2023,2425.88,1299.74,361.26,4000,0.1435,36,0.6199,0,0
SYN-2023-0144,2023,1936.99,1069.66,335.34,10000,0.1476,48,0.7066,0,0
SYN-2023-0145,2023,1643.88,727.21,184.15,20000,0.1074,60,0.6528,0,0
SYN-2023-0146,2023,4874.81,2131.44,1092.87,15000,0.1772,36,0.145,0,0
SYN-2023-0147,2023,5113.91,1906.12,272.79,15000,0.1125,60,0.314,1,0
SYN-2023-0148,2023,4007.79,2396.61,349.68,15000,0.1047,60,0.3551,0,0
SYN-2023-0149,2023,3740.6,1392.07,430.81,15000,0.1717,24,0.5258,0,0
SYN-2023-0150,2023,3974.17,2133.12,426.54,4000,0.1631,36,0.5671,1,0
SYN-2023-0151,2023,3028.0,1909.89,673.82,4000,0.1556,36,0.4102,1,0
SYN-2023-0152,2023,2812.65,1076.98,303.4,10000,0.1053,36,0.8299,0,0
SYN-2023-0153,2023,3256.05,1517.61,187.14,20000,0.1098,24,0.3562,1,0
SYN-2023-0154,2023,1749.32,618.51,315.23,4000,0.1782,24,0.4094,0,0
SYN-2023-0155,2023,4565.95,1704.62,394.21,6000,0.1297,48,0.6327,1,0
SYN-2023-0156,2023,5025.82,2290.85,357.15,15000,0.1569,48,0.5836,0,0
SYN-2023-0157,2023,2991.27,1210.16,741.87,15000,0.1163,60,0.3916,0,0
SYN-2023-0158,2023,3480.34,2197.29,830.1,15000,0.0817,36,0.7002,0,0
SYN-2023-0159,2023,1687.61,914.2,230.18,15000,0.1512,60,0.2845,0,0
SYN-2023-0160,2023,3834.6,1492.49,778.41,4000,0.1235,48,0.4062,0,0
SYN-2023-0161,2023,4075.07,2259.54,740.73,15000,0.1387,24,0.663,0,0
SYN-2023-0162,2023,2360.46,1286.18,576.72,4000,0.1571,36,0.727,0,0
SYN-2023-0163,2023,3459.78,1615.8,576.78,6000,0.1553,36,0.3756,0,0
SYN-2023-0164,2023,3144.14,1172.62,425.16,15000,0.084,48,0.1078,0,0
SYN-2023-0165,2023,3711.76,2045.75,283.53,15000,0.0853,36,0.331,0,0
SYN-2023-0166,2023,2682.15,1187.35,526.86,15000,0.1228,24,0.1791,0,0
SYN-2023-0167,2023,2892.46,1665.74,613.62,20000,0.091,24,0.481,0,0
SYN-2023-0168,2023,2418.65,935.2,178.1,10000,0.1203,24,0.4768,0,0
SYN-2023-0169,2023,1811.47,704.38,86.97,6000,0.1157,24,0.734,0,0
SYN-2023-0170,2023,4508.87,2496.74,535.61,15000,0.1616,48,0.4262,0,0
SYN-2023-0171,2023,4597.38,2095.95,510.18,10000,0.136,48,0.3501,0,0
SYN-2023-0172,2023,1980.0,1059.8,486.82,10000,0.1772,48,0.5478,0,0
SYN-2023-0173,2023,3029.03,1193.35,575.94,20000,0.0813,24,0.2548,0,0
SYN-2023-0174,2023,2755.54,1785.64,287.51,20000,0.1567,60,0.1601,0,0
SYN-2023-0175,2023,3877.35,2403.74,863.5,15000,0.1368,36,0.5917,0,0
SYN-2023-0176,2023,3539.73,2148.64,556.57,10000,0.1373,60,0.2611,0,0
SYN-2023-0177,2023,2741.43,1351.94,153.94,10000,0.0836,48,0.528,0,0
SYN-2023-0178,2023,2655.96,959.69,245.62,20000,0.1475,48,0.6118,0,0
SYN-2023-0179,2023,1929.67,822.92,370.03,4000,0.094,60,0.8225,1,0
SYN-2023-0180,2023,2584.44,1110.17,433.02,20000,0.1617,24,0.7378,0,0
SYN-2023-0181,2023,5166.31,2336.75,723.38,10000,0.1125,60,0.6375,0,0
SYN-2023-0182,2023,4626.22,2682.16,814.88,10000,0.0878,24,0.3221,0,0
SYN-2023-0183,2023,1890.29,1176.85,185.77,4000,0.1258,24,0.6991,0,0
SYN-2023-0184,2023,4661.96,2197.85,409.98,10000,0.1162,48,0.7798,0,0
SYN-2023-0185,2023,2044.0,827.58,151.54,10000,0.1415,48,0.7723,0,0
SYN-2023-0186,2023,3582.57,1868.14,282.43,4000,0.167,24,0.3693,0,0
SYN-2023-0187,2023,5175.15,3144.8,465.77,15000,0.0898,48,0.4311,0,0
SYN-2023-0188,2023,4079.94,2418.71,548.35,20000,0.1206,60,0.4032,0,0
SYN-2023-0189,2023,2575.91,1541.12,216.95,15000,0.1486,48,0.1406,0,0
SYN-2023-0190,2023,4833.03,2062.1,502.01,6000,0.1739,24,0.7918,0,0
SYN-2023-0191,2023,3470.99,2127.12,225.77,20000,0.104,24,0.4034,0,0
SYN-2023-0192,2023,1683.18,708.19,317.35,20000,0.1342,48,0.4152,0,0
SYN-2023-0193,2023,2180.08,1285.22,440.72,10000,0.0972,60,0.3883,0,0
SYN-2023-0194,2023,3541.61,2111.07,148.8,15000,0.1705,60,0.8604,0,1
SYN-2023-0195,2023,1990.73,896.7,112.26,4000,0.1265,36,0.4801,1,0
SYN-2023-0196,2023,4883.2,1969.25,249.95,20000,0.1352,24,0.7593,1,1
SYN-2023-0197,2023,4796.63,2175.77,824.35,6000,0.1073,24,0.1494,0,0
SYN-2023-0198,2023,1813.94,701.22,410.55,4000,0.1016,48,0.5412,0,0
SYN-2023-0199,2023,2374.38,870.3,229.38,4000,0.086,24,0.6656,0,0
SYN-2023-0200,2023,2152.62,799.89,260.66,6000,0.1338,48,0.2219,0,1
SYN-2023-0201,2023,5084.21,3291.46,387.98,20000,0.1464,60,0.3348,0,0
SYN-2023-0202,2023,5060.23,2717.43,1128.81,20000,0.1626,60,0.4879,0,0
SYN-2023-0203,2023,2892.25,1570.42,187.05,15000,0.1727,24,0.2485,0,0
SYN-2023-0204,2023,5046.32,2925.73,494.71,6000,0.152,36,0.0714,0,0
SYN-2023-0205,2023,1743.14,777.64,349.13,15000,0.1414,36,0.0852,0,0
SYN-2023-0206,2023,3684.54,1896.94,360.22,10000,0.128,36,0.3025,0,0
SYN-2023-0207,2023,4562.04,2863.21,553.07,4000,0.1541,36,0.6693,0,0
SYN-2023-0208,2023,2955.9,1238.16,400.42,20000,0.1752,36,0.3815,0,0
SYN-2023-0209,2023,1676.2,795.14,358.47,15000,0.1066,24,0.4138,0,0
SYN-2023-0210,2023,5018.36,2987.89,979.84,20000,0.1374,24,0.4377,0,0
SYN-2023-0211,2023,2260.8,1129.71,338.85,10000,0.1148,36,0.309,0,0
SYN-2023-0212,2023,3187.9,1503.84,792.94,15000,0.1628,24,0.3452,0,0
SYN-2023-0213,2023,3562.71,2140.68,536.77,15000,0.1205,36,0.5704,0,0
SYN-2023-0214,2023,2327.62,1016.44,384.37,4000,0.1708,36,0.3128,0,1
SYN-2023-0215,2023,4202.67,2094.69,646.59,10000,0.1585,24,0.3787,0,0
SYN-2023-0216,2023,1767.92,713.2,160.53,20000,0.0818,48,0.5332,0,0
SYN-2023-0217,2023,4013.45,1590.78,800.74,4000,0.1046,60,0.2324,0,0
SYN-2023-0218,2023,4508.54,2217.32,523.32,6000,0.0942,36,0.6587,0,0
SYN-2023-0219,2023,4915.04,2674.7,537.46,10000,0.0992,48,0.469,0,0
SYN-2023-0220,2023,3991.49,1826.79,917.2,4000,0.0951,36,0.5856,0,0
SYN-2023-0221,2023,4389.69,1914.2,820.19,15000,0.1701,24,0.7154,0,0
SYN-2023-0222,2023,3929.11,2042.73,556.77,10000,0.1303,48,0.6461,1,0
SYN-2023-0223,2023,3441.31,1773.49,784.48,4000,0.129,36,0.4242,0,0
SYN-2023-0224,2023,1827.71,1160.89,120.76,20000,0.1179,48,0.6152,0,0
SYN-2023-0225,2023,4992.85,2809.12,950.44,20000,0.146,36,0.4815,0,0
SYN-2023-0226,2023,3268.72,1489.89,739.9,10000,0.1388,24,0.7524,0,0
SYN-2023-0227,2023,4978.54,3148.45,700.39,20000,0.1032,24,0.6173,0,0
SYN-2023-0228,2023,1997.32,1123.01,361.68,10000,0.0999,60,0.6133,0,0
SYN-2023-0229,2023,3892.45,1810.8,534.83,20000,0.1489,36,0.9008,0,0
SYN-2023-0230,2023,2583.46,999.57,168.07,6000,0.0902,24,0.5753,0,0
SYN-2023-0231,2023,3322.1,1452.9,761.63,10000,0.1091,24,0.3418,0,0
SYN-2023-0232,2023,3301.47,1656.33,170.7,15000,0.1695,36,0.3178,0,0
SYN-2023-0233,2023,3018.41,1329.25,547.48,15000,0.1622,48,0.7322,1,0
SYN-2023-0234,2023,2250.3,948.67,218.3,20000,0.1169,48,0.5336,0,0
SYN-2023-0235,2023,3857.05,2496.55,865.91,15000,0.1075,60,0.7686,0,0
SYN-2023-0236,2023,2070.6,1271.41,379.0,10000,0.081,60,0.7631,0,0
SYN-2023-0237,2023,3113.25,1539.68,584.7,4000,0.1769,48,0.4334,0,0
SYN-2023-0238,2023,4412.16,2374.91,928.78,20000,0.0957,60,0.5364,0,0
SYN-2023-0239,2023,2104.97,1008.4,151.14,20000,0.1756,24,0.1679,0,0
SYN-2023-0240,2023,2767.03,1365.45,654.87,15000,0.1582,24,0.3701,0,0
SYN-2023-0241,2023,2018.14,857.14,254.39,6000,0.1174,60,0.3597,0,0
SYN-2023-0242,2023,2606.06,1016.56,602.17,10000,0.111,48,0.5736,0,0
SYN-2023-0243,2023,5081.59,2057.76,780.4,10000,0.18,60,0.5253,0,0
SYN-2023-0244,2023,1984.35,1235.3,461.14,10000,0.1158,24,0.2451,0,0
SYN-2023-0245,2023,3694.8,1565.03,174.58,4000,0.1725,24,0.1398,0,0
SYN-2023-0246,2023,4467.97,2200.76,188.63,4000,0.1297,60,0.0874,0,0
SYN-2023-0247,2023,3110.63,1301.85,715.19,15000,0.179,60,0.1551,0,0
SYN-2023-0248,2023,3141.93,1671.5,260.86,6000,0.1018,48,0.5626,0,1
SYN-2023-0249,2023,5065.58,2371.78,587.41,10000,0.1266,36,0.3826,0,0
SYN-2023-0250,2023,3004.77,1411.52,657.49,4000,0.083,48,0.1205,0,0
SYN-2023-0251,2023,4901.56,2189.83,475.11,10000,0.0937,60,0.7168,0,0
SYN-2023-0252,2023,1999.89,1119.55,318.23,4000,0.0932,36,0.0581,0,0
SYN-2023-0253,2023,4896.04,2122.82,849.34,4000,0.1091,24,0.5467,0,0
SYN-2023-0254,2023,3702.87,1337.87,745.17,4000,0.1524,48,0.2249,0,0
SYN-2023-0255,2023,4315.09,2352.39,840.22,4000,0.1649,48,0.2302,0,0
SYN-2023-0256,2023,2765.38,1415.7,322.47,10000,0.1372,48,0.2332,0,0
SYN-2023-0257,2023,3139.5,1660.16,130.84,4000,0.106,36,0.7736,1,0
SYN-2023-0258,2023,3848.82,1934.75,957.79,6000,0.1575,48,0.3742,0,0
SYN-2023-0259,2023,3023.66,1209.74,262.88,10000,0.1398,60,0.7014,0,0
SYN-2023-0260,2023,2939.77,1076.53,730.24,6000,0.1423,24,0.6619,0,0
SYN-2023-0261,2023,4035.34,1937.22,295.53,6000,0.1041,60,0.6126,0,0
SYN-2023-0262,2023,1664.62,930.67,404.53,15000,0.1362,48,0.5454,0,0
SYN-2023-0263,2023,2193.1,1423.22,180.09,6000,0.1235,24,0.6329,0,0
SYN-2023-0264,2023,2858.27,1793.11,402.46,20000,0.1101,24,0.7181,0,0
SYN-2023-0265,2023,2735.47,1238.73,166.0,20000,0.1019,48,0.7568,0,0
SYN-2023-0266,2023,5110.0,3144.52,698.46,6000,0.1395,60,0.3907,0,0
SYN-2023-0267,2023,3641.03,1518.84,472.74,20000,0.1277,36,0.7784,1,1
SYN-2023-0268,2023,2707.89,1146.96,424.03,6000,0.1789,60,0.3042,0,0
SYN-2023-0269,2023,5157.08,3081.92,667.51,10000,0.1697,60,0.8197,0,0
SYN-2023-0270,2023,2213.39,1190.36,265.03,4000,0.0929,36,0.8011,0,0
SYN-2023-0271,2023,2836.42,1279.3,247.01,15000,0.1707,48,0.5602,0,0
SYN-2023-0272,2023,4810.57,2958.35,1195.22,10000,0.1172,60,0.4472,1,0
SYN-2023-0273,2023,4154.87,2096.52,459.39,6000,0.1053,60,0.2443,1,0
SYN-2023-0274,2023,2920.06,1711.94,620.78,4000,0.0976,60,0.3473,0,0
SYN-2023-0275,2023,2103.1,986.66,325.68,4000,0.1701,24,0.3042,0,0
SYN-2023-0276,2023,2427.58,1089.31,533.42,6000,0.0998,60,0.9316,0,0
SYN-2023-0277,2023,1711.45,738.23,385.5,10000,0.1189,24,0.3417,0,0
SYN-2023-0278,2023,1635.95,622.98,102.14,6000,0.1192,48,0.4849,0,0
SYN-2023-0279,2023,1878.8,869.88,182.54,15000,0.0825,48,0.3942,0,0
SYN-2023-0280,2023,3170.25,1855.75,178.05,6000,0.0987,48,0.4681,0,0
SYN-2023-0281,2023,3344.27,2048.61,618.53,6000,0.0897,48,0.5801,0,0
SYN-2023-0282,2023,3458.05,2150.75,721.59,15000,0.0832,24,0.8174,0,0
SYN-2023-0283,2023,3116.55,1598.06,299.41,6000,0.1171,48,0.5712,0,0
SYN-2023-0284,2023,1714.27,986.65,367.87,20000,0.0811,60,0.5897,0,0
SYN-2023-0285,2023,2051.69,963.56,242.98,6000,0.1204,60,0.4528,0,0
SYN-2023-0286,2023,3921.46,2138.31,775.05,6000,0.1651,60,0.7321,0,0
SYN-2023-0287,2023,2572.29,1424.47,383.16,10000,0.141,48,0.5319,0,0
SYN-2023-0288,2023,5092.1,2049.74,1101.45,15000,0.1396,24,0.6449,0,0
SYN-2023-0289,2023,5153.18,1826.82,327.65,15000,0.1057,60,0.3362,0,0
SYN-2023-0290,2023,2586.65,1511.28,193.35,4000,0.105,36,0.4012,0,0
SYN-2023-0291,2023,1606.81,868.01,156.79,10000,0.1543,48,0.7804,0,0
SYN-2023-0292,2023,3880.7,2122.09,689.88,20000,0.1327,48,0.7964,0,0
SYN-2023-0293,2023,3274.03,1567.02,443.94,10000,0.0883,24,0.596,0,0
SYN-2023-0294,2023,2110.06,1060.38,150.38,4000,0.1451,24,0.8581,0,0
SYN-2023-0295,2023,3004.92,1544.55,515.15,4000,0.162,24,0.3851,1,0
SYN-2023-0296,2023,3781.86,1877.86,500.13,6000,0.1733,48,0.6815,0,0
SYN-2023-0297,2023,2264.37,948.96,327.12,20000,0.1764,36,0.2404,0,0
SYN-2023-0298,2023,2295.92,1175.37,435.13,15000,0.0921,60,0.668,0,0
SYN-2023-0299,2023,3411.96,1270.22,804.43,10000,0.1766,24,0.497,0,0
SYN-2023-0300,2023,2206.47,1011.45,536.97,15000,0.1526,60,0.254,0,0
SYN-2023-0301,2023,3288.14,1562.85,602.98,10000,0.1224,60,0.5817,0,0
SYN-2023-0302,2023,2703.52,1510.65,641.03,10000,0.1365,24,0.4204,0,0
SYN-2023-0303,2023,3748.31,1485.41,180.57,20000,0.1177,24,0.8272,0,0
SYN-2023-0304,2023,2646.1,1542.21,630.77,20000,0.1041,48,0.5343,0,0
SYN-2023-0305,2023,2603.49,1410.84,481.86,6000,0.1072,24,0.4593,0,0
SYN-2023-0306,2023,4840.55,1830.35,1186.99,15000,0.1542,36,0.6847,0,0
SYN-2023-0307,2023,2537.73,1036.31,257.34,4000,0.0878,60,0.5713,0,0
SYN-2023-0308,2023,2906.59,1397.65,218.85,6000,0.1575,36,0.1416,0,0
SYN-2023-0309,2023,4722.24,2301.2,231.32,20000,0.1661,60,0.5652,0,0
SYN-2023-0310,2023,2327.36,1123.04,324.91,15000,0.1381,36,0.0222,0,0
